"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","736","","Author Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.AuthorRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.AuthorRepositoryUnitTests.DeleteGetAuthor","LibraryApp.Tests.UnitTests.DataAccess.AuthorRepositoryUnitTests.DeleteGetAuthor",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","63","","Book Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests.PostGetBook","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests.PostGetBook",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","2","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.UpdateCollection","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.UpdateCollection",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","4","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.DeleteAuthor","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.DeleteAuthor",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","0","","Orders Service Integ Test","","LibraryApp.Tests.Integration.Tests.OrdersIntegTests","LibraryApp.Tests.Integration.Tests.OrdersIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.OrdersIntegTests.TestAdd",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","3","","Review Service Unit Test","","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.UpdateReview","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.UpdateReview",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","733","","Review Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests.DeleteGetReview","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests.DeleteGetReview",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","33","","Order Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests.DeleteGetOrder","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests.DeleteGetOrder",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","4","","Review Service Unit Test","","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.GetReview","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.GetReview",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","3","","Order Service Unit Test","","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.DeleteOrder","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.DeleteOrder",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","2","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.DeleteNews","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.DeleteNews",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","6","","Order Service Unit Test","","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.GetOrder","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.GetOrder",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","25","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.GetBooksByAuthorId","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.GetBooksByAuthorId",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","2","","Order Service Unit Test","","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.UpdateOrder","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.UpdateOrder",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","1","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.DeleteBook","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.DeleteBook",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","26","","News Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests.PostGetNews","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests.PostGetNews",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","1","","Collections Service Integ Test","","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests.GetCollections","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests.GetCollections",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","1","","","","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests.GetAuthors","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests.GetAuthors",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","3","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.GetBook","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.GetBook",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","1","","Orders Service Integ Test","","LibraryApp.Tests.Integration.Tests.OrdersIntegTests","LibraryApp.Tests.Integration.Tests.OrdersIntegTests.GetOrder","LibraryApp.Tests.Integration.Tests.OrdersIntegTests.GetOrder",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","2","","","","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests.TestAdd",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","2","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.DeleteCollection","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.DeleteCollection",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","4","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.UpdateNews","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.UpdateNews",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","4","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetCollection","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetCollection",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","1","","News Service Integ Test","","LibraryApp.Tests.Integration.Tests.NewsIntegTests","LibraryApp.Tests.Integration.Tests.NewsIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.NewsIntegTests.TestAdd",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","3","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.CreateCollection","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.CreateCollection",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","671","","News Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests.DeleteGetNews","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests.DeleteGetNews",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","0","","E2E Test","","LibraryApp.Tests.E2E.E2ETests","LibraryApp.Tests.E2E.E2ETests.createAuthorAndBook","LibraryApp.Tests.E2E.E2ETests.createAuthorAndBook",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","4","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.GetNewsById","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.GetNewsById",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","3","","Order Service Unit Test","","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.CreateOrder","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.CreateOrder",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","3","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.CreateNews","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.CreateNews",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","3","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.CreateAuthor","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.CreateAuthor",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","7","","Review Service Unit Test","","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.GetAllReviews","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.GetAllReviews",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","2","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.AddOwnership","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.AddOwnership",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","9","","Book Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests.DeleteGetBook","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests.DeleteGetBook",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","62","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetBooksByCollectionId","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetBooksByCollectionId",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","9","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetCollections","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetCollections",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","1","","Collections Service Integ Test","","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests.TestAdd",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","4","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.GetBooks","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.GetBooks",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","2","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.AddIntoCollection","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.AddIntoCollection",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","42","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.GetAuthor","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.GetAuthor",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","0","","Collection Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests.PostGetCollection","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests.PostGetCollection",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","2","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.UpdateBook","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.UpdateBook",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","5","","Review Service Unit Test","","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.DeleteReview","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.DeleteReview",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","7","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.GetNews","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.GetNews",""
"failed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:53 GMT 2024","31","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.GetAuthors","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.GetAuthors",""
"passed","Thu Nov 14 18:51:53 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","730","","Order Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests.PostGetOrder","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests.PostGetOrder",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","1","","Reviews Service Integ Test","","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests.TestAdd",""
"passed","Thu Nov 14 18:51:54 GMT 2024","Thu Nov 14 18:51:54 GMT 2024","26","","Review Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests.PostGetReview","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests.PostGetReview",""
"skipped","Thu Nov 14 18:51:55 GMT 2024","Thu Nov 14 18:51:55 GMT 2024","0","","News Service Integ Test","","LibraryApp.Tests.Integration.Tests.NewsIntegTests","LibraryApp.Tests.Integration.Tests.NewsIntegTests.GetNews","LibraryApp.Tests.Integration.Tests.NewsIntegTests.GetNews",""
