"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","2","","Collection Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests.PostGetCollection","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests.PostGetCollection",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","0","","Books Service Integ Test","","LibraryApp.Tests.Integration.Tests.BooksIntegTests","LibraryApp.Tests.Integration.Tests.BooksIntegTests.GetBooks","LibraryApp.Tests.Integration.Tests.BooksIntegTests.GetBooks",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","3","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.AddOwnership","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.AddOwnership",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","7","","Order Service Unit Test","","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.CreateOrder","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.CreateOrder",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","700","","Review Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests.DeleteGetReview","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests.DeleteGetReview",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","3","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.CreateAuthor","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.CreateAuthor",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","27","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.CreateBook","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.CreateBook",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","1","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.DeleteBook","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.DeleteBook",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","7","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.GetBooksByAuthorId","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.GetBooksByAuthorId",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","2","","Review Service Unit Test","","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.DeleteReview","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.DeleteReview",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","2","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.CreateCollection","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.CreateCollection",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","1","","Reviews Service Integ Test","","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests.GetReview","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests.GetReview",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","11","","Order Service Unit Test","","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.GetAllOrders","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.GetAllOrders",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","1","","E2E Test","","LibraryApp.Tests.E2E.E2ETests","LibraryApp.Tests.E2E.E2ETests.createAuthorAndBook","LibraryApp.Tests.E2E.E2ETests.createAuthorAndBook",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","6","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.AddIntoCollection","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.AddIntoCollection",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","2","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.DeleteCollection","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.DeleteCollection",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","715","","Order Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests.PostGetOrder","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests.PostGetOrder",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","0","","Reviews Service Integ Test","","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.ReviewsIntegTests.TestAdd",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","5","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetBooksByCollectionId","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetBooksByCollectionId",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","4","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.GetNewsById","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.GetNewsById",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","11","","Review Service Unit Test","","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.GetAllReviews","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.GetAllReviews",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","1","","Orders Service Integ Test","","LibraryApp.Tests.Integration.Tests.OrdersIntegTests","LibraryApp.Tests.Integration.Tests.OrdersIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.OrdersIntegTests.TestAdd",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","795","","Book Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests.PostGetBook","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests.PostGetBook",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","1","","Author Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.AuthorRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.AuthorRepositoryUnitTests.PostGetAuthor","LibraryApp.Tests.UnitTests.DataAccess.AuthorRepositoryUnitTests.PostGetAuthor",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","1","","Review Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests.PostGetReview","LibraryApp.Tests.UnitTests.DataAccess.ReviewRepositoryUnitTests.PostGetReview",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","3","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetCollection","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetCollection",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","0","","Books Service Integ Test","","LibraryApp.Tests.Integration.Tests.BooksIntegTests","LibraryApp.Tests.Integration.Tests.BooksIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.BooksIntegTests.TestAdd",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","1","","News Service Integ Test","","LibraryApp.Tests.Integration.Tests.NewsIntegTests","LibraryApp.Tests.Integration.Tests.NewsIntegTests.GetNews","LibraryApp.Tests.Integration.Tests.NewsIntegTests.GetNews",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","1","","Collections Service Integ Test","","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests.TestAdd",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","22","","News Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests.DeleteGetNews","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests.DeleteGetNews",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","5","","Order Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests.DeleteGetOrder","LibraryApp.Tests.UnitTests.DataAccess.OrderRepositoryUnitTests.DeleteGetOrder",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","740","","Collection Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests.DeleteGetCollection","LibraryApp.Tests.UnitTests.DataAccess.CollectionRepositoryUnitTests.DeleteGetCollection",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","2","","Author Service Integ Test","","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests.TestAdd","LibraryApp.Tests.Integration.Tests.AuthorsIntegTests.TestAdd",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","2","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.UpdateAuthor","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.UpdateAuthor",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","26","","Book Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests.DeleteGetBook","LibraryApp.Tests.UnitTests.DataAccess.BookRepositoryUnitTests.DeleteGetBook",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","2","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.DeleteNews","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.DeleteNews",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","2","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.UpdateBook","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.UpdateBook",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","61","","Book Service Unit Test","","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.GetBooks","LibraryApp.Tests.UnitTests.Services.BookServiceUnitTests.GetBooks",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","0","","E2E Test","","LibraryApp.Tests.E2E.E2ETests","LibraryApp.Tests.E2E.E2ETests.addBookIntoCollection","LibraryApp.Tests.E2E.E2ETests.addBookIntoCollection",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","2","","Author Service Unit Test","","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.DeleteAuthor","LibraryApp.Tests.UnitTests.Services.AuthorServiceUnitTests.DeleteAuthor",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","1","","Orders Service Integ Test","","LibraryApp.Tests.Integration.Tests.OrdersIntegTests","LibraryApp.Tests.Integration.Tests.OrdersIntegTests.GetOrder","LibraryApp.Tests.Integration.Tests.OrdersIntegTests.GetOrder",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","34","","News Repository Unit Test","","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests.PostGetNews","LibraryApp.Tests.UnitTests.DataAccess.NewsRepositoryUnitTests.PostGetNews",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","3","","Order Service Unit Test","","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.UpdateOrder","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.UpdateOrder",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","60","","Review Service Unit Test","","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.CreateReview","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.CreateReview",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","2","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.CreateNews","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.CreateNews",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","28","","Order Service Unit Test","","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.GetOrder","LibraryApp.Tests.UnitTests.Services.OrderServiceUnitTests.GetOrder",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","13","","Collection Service Unit Test","","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetCollections","LibraryApp.Tests.UnitTests.Services.CollectionServiceUnitTests.GetCollections",""
"passed","Sat Nov 16 09:43:15 GMT 2024","Sat Nov 16 09:43:15 GMT 2024","7","","News Service Unit Test","","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.GetNews","LibraryApp.Tests.UnitTests.Services.NewsServiceUnitTests.GetNews",""
"skipped","Sat Nov 16 09:43:16 GMT 2024","Sat Nov 16 09:43:16 GMT 2024","1","","Collections Service Integ Test","","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests.GetCollections","LibraryApp.Tests.Integration.Tests.CollectionsIntegTests.GetCollections",""
"passed","Sat Nov 16 09:43:14 GMT 2024","Sat Nov 16 09:43:14 GMT 2024","11","","Review Service Unit Test","","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.GetReview","LibraryApp.Tests.UnitTests.Services.ReviewServiceUnitTests.GetReview",""
